Treatments,Time,PJ,BV,AC,DP,BT,DL,BH,BP,CS,EL
SubCommB56,24.0,0.0,0.0,0.016617791858133,0.0,0.0,0.0190828512062947,0.0407684080911079,0.0544525443473339,0.3112561700062584,0.0
SubCommB58,0.0,0.00375,0.0,0.00375,0.0,0.0,0.00375,0.0,0.0,0.00375,0.0
SubCommB58,24.0,0.0732969717995978,0.0,0.008398478797425,0.0,0.0,0.0630516871456218,0.0,0.0,0.213317092692769,0.0
SubCommB59,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.00375,0.0
SubCommB59,24.0,0.0,0.0,0.0,0.0,0.0,0.1283175435209488,0.0420402161228022,0.0563212747221041,0.2418993533937423,0.0
SubCommB60,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.0
SubCommB60,24.0,0.0,0.1209916997620412,0.0,0.223127944258355,0.1993274195350574,0.0452880766265206,0.0,0.003989946298352,0.127161245353519,0.0
SubCommB61,0.0,0.0025,0.0025,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0025,0.0025
SubCommB61,24.0,0.1113579063239584,0.2826347955308492,0.0,0.1941781275799438,0.0,0.0,0.0,0.018178810061093,0.2134232924211569,0.0886090043480653
SubCommB62,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.003,0.003,0.003,0.0
SubCommB62,24.0,0.0,0.0,0.0069169836856042,0.2913629152196133,0.0,0.0,0.0499068130556849,0.0185127541295942,0.2345589284834644,0.0
SubCommB63,0.0,0.0,0.0,0.00375,0.00375,0.0,0.0,0.00375,0.00375,0.0,0.0
SubCommB63,24.0,0.0,0.0,0.0204499537770734,0.3929120179609086,0.0,0.0,0.1065408478605388,0.0211501716851558,0.0,0.0
SubCommB64,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommB64,24.0,0.0,0.0,0.0247141745037835,0.0,0.0,0.0,0.0405213886807049,0.0456379034402727,0.3734938423228489,0.0
SubCommC15,0.0,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
SubCommC15,24.0,0.021540806845429,0.091140846883101,0.0002293376079211,0.294974685373552,0.2703712687668231,0.1969222521987953,0.0022170986304207,0.0057365014865688,0.0526193013443103,0.0670380159944815
SubCommC54,0.0,0.0,0.0049999999999999,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0049999999999999
SubCommC54,24.0,0.0,0.6136954640515406,0.0,0.0,0.0,0.0,0.0118475825627918,0.0,0.0,0.1444469742644958
SubCommC55,0.0,0.0049999999999999,0.0,0.0,0.0049999999999999,0.0049999999999999,0.0,0.0,0.0,0.0,0.0
SubCommC55,24.0,0.0423738353627299,0.0,0.0,0.19234495105332,0.272647989909633,0.0,0.0,0.0,0.0,0.0
SubCommC56,0.0,0.00375,0.0,0.00375,0.0,0.0,0.0,0.0,0.00375,0.0,0.00375
SubCommC56,24.0,0.0984721537703302,0.0,0.0109413504189255,0.0,0.0,0.0,0.0,0.2426614095613602,0.0,0.0657663873829472
SubCommC57,0.0,0.0,0.0,0.0,0.00375,0.0,0.00375,0.00375,0.0,0.00375,0.0
SubCommC57,24.0,0.0,0.0,0.0,0.3431471885610895,0.0,0.1057828079128807,0.0063213692366617,0.0,0.0629556582553573,0.0
SubCommC58,0.0,0.003,0.0,0.003,0.003,0.0,0.003,0.0,0.0,0.003,0.0
SubCommC58,24.0,0.0880669428334714,0.0,0.002456338028169,0.2079217895608948,0.0,0.0776636288318144,0.0,0.0,0.0580851698425849,0.0
SubCommC60,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0025
SubCommC60,24.0,0.0,0.0851368920375869,0.0,0.2532577460093809,0.3159712892957995,0.2165641620728279,0.0027148324769383,0.0,0.0,0.1660171290651101
SubCommC61,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.0,0.0025,0.0,0.0
SubCommC61,24.0,0.01596700682604,0.0574688248024167,0.0009322731189128,0.0,0.2064030531036958,0.2379433696888557,0.0,0.0087947723504898,0.0,0.0
SubCommC62,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0,0.0021428571428571
SubCommC62,24.0,0.0,0.1005359360089507,0.0004864660496815,0.2041786275542007,0.2404321561321446,0.2392262640304609,0.0,0.0078877813971148,0.0,0.0848128245827528
SubCommC63,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571
SubCommC63,24.0,0.0,0.1213515122067589,0.000389132048073,0.3263962071818686,0.2884458414497501,0.0,0.0024722926217214,0.0,0.1608978291585113,0.0812780203854969
SubCommC64,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.0,0.0,0.001875,0.001875
SubCommC64,24.0,0.0295556340158119,0.115906730961311,0.0003682340332038,0.2078298759006182,0.2397242746851864,0.2080640725400672,0.0,0.0,0.0517802485508588,0.0891805630086496
SubCommC65,0.0,0.001875,0.001875,0.001875,0.001875,0.0,0.001875,0.0,0.001875,0.001875,0.001875
SubCommC65,24.0,0.0358778324001982,0.2359475137848268,0.0007951354964096,0.2143264639925113,0.0,0.2281281658064664,0.0,0.0349218308345575,0.075819194382516,0.1012333403239279
SubCommC66,0.0,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0,0.0049999999999999,0.0049999999999999
SubCommC66,24.0,0.0,0.0,0.0,0.0,0.397939788900529,0.0,0.0,0.0,0.2342505357493428,0.0542823622079973
SubCommC67,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571
SubCommC67,24.0,0.0264036938224775,0.2974525293032133,0.001134983313022,0.0,0.0,0.1609841924497559,0.0,0.0505899670969474,0.1561217307748933,0.1187764290705788
SubCommD1,0.0,0.0,0.0075,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
SubCommD1,24.0,0.0,0.2845231280828822,0.0,0.0,0.2527013277868692,0.0,0.0,0.0,0.0,0.0
SubCommD10,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommD10,24.0,0.0,0.2996703404181768,0.0,0.0,0.0,0.0,0.0508349098972353,0.0353180525595869,0.3968433637916675,0.0
SubCommD11,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075
SubCommD11,24.0,0.0,0.6254622701348936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1703642738003459
SubCommD12,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD12,24.0,0.0,0.33732495984036,0.0,0.2562345497686526,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD13,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommD13,24.0,0.0,0.0,0.002607134095481,0.0,0.0,0.0,0.0555457642295178,0.0617885755436193,0.6129352865729737,0.0
SubCommD14,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0075
SubCommD14,24.0,0.0,0.0,0.1098824683820322,0.0,0.0,0.0,0.0,0.0,0.0,0.2646349760139555
SubCommD15,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD15,24.0,0.0,0.0,0.0210374558303886,0.465583038869258,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD16,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.00375,0.0
SubCommD16,24.0,0.0,0.0,0.0,0.0,0.0,0.1789649861364404,0.0518442641162664,0.0245544650525054,0.4031362846947876,0.0
SubCommD17,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0075
SubCommD17,24.0,0.0,0.0,0.0,0.0,0.0,0.6486930908294672,0.0,0.0,0.0,0.0970681298334894
SubCommD18,0.0,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0
SubCommD18,24.0,0.0,0.0,0.0,0.3013534102917567,0.0,0.3620478720447389,0.0,0.0,0.0,0.0
SubCommD19,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0075
SubCommD19,24.0,0.0,0.0,0.0,0.4905268019092363,0.0,0.0,0.0,0.0,0.0,0.1101673874611312
SubCommD2,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0
SubCommD2,24.0,0.0,0.0,0.0,0.0,0.2291113239584995,1.1073886760415004,0.0,0.0,0.0,0.0
SubCommD20,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommD20,24.0,0.0,0.0,0.0,0.3260621081414863,0.0,0.0,0.3468083009814069,0.0181533443738961,0.1348095798365438,0.0
SubCommD22,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0,0.0,0.0049999999999999,0.0049999999999999
SubCommD22,24.0,0.0,0.0,0.0,0.2905330468430457,0.0,0.0,0.0,0.0,0.4641192870183812,0.034597666138573
SubCommD24,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0075,0.0
SubCommD24,24.0,0.0,0.0,0.0,0.2883579487179487,0.0,0.0,0.0,0.0,0.3826420512820513,0.0
SubCommD3,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
SubCommD3,24.0,0.0,0.0,0.001538739660706,0.0,0.4021279270059605,0.0,0.0,0.0,0.0,0.0
SubCommD5,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD5,24.0,0.0,0.5809068440876587,0.0032598225790078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD6,0.0,0.0,0.0075,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0
SubCommD6,24.0,0.0,0.2714817048394855,0.0,0.0,0.0,0.3165182951605145,0.0,0.0,0.0,0.0
SubCommD7,0.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.00375,0.00375,0.00375,0.0
SubCommD7,24.0,0.0,0.0,0.0,0.0,0.3768540537723346,0.0,0.0306452276733131,0.0026920867094547,0.2598086318448974,0.0
SubCommD8,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0075
SubCommD8,24.0,0.0,0.0,0.0,0.0,0.6118546917838507,0.0,0.0,0.0,0.0,0.0688297514813832
SubCommD9,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0
SubCommD9,24.0,0.0,0.0,0.0,0.1928002136271944,0.3923664530394721,0.0,0.0,0.0,0.0,0.0
comm10,0.0,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
comm10,24.0,0.0,0.0738935391887032,0.4390884843312088,0.0230679121076466,0.0001642574866075,0.0666833618947225,0.0014356745390137,0.3236018934904607,0.0017214236723757,0.0157434532892609
subcomm1,0.0,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0025,0.0025,0.0025
subcomm1,24.0,0.053232333599715,0.0,0.0,0.3501883969921338,0.0,0.0,0.0637042234332425,0.1146260420176967,0.0063913778993077,0.0737576260579043
subcomm10,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0025
subcomm10,24.0,0.0342080719261274,0.2710451461365266,0.0051157563478342,0.0,0.2187671569669214,0.1009069420763758,0.0,0.0,0.0,0.1442235932128812
subcomm11,0.0,0.001875,0.0,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875
subcomm11,24.0,0.0364599477806788,0.0,0.0047745169712793,0.4162510704960836,0.0,0.0672772845953002,0.0251747258485639,0.0494813577023498,0.0082468929503916,0.2235342036553525
subcomm12,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.0025,0.0,0.0,0.0
subcomm12,24.0,0.0317093867521367,0.0551110989010988,0.0066003412698412,0.0,0.2240080781440781,0.1431159807692307,0.0553551141636141,0.0,0.0,0.0
subcomm13,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0025,0.0
subcomm13,24.0,0.0207918276694594,0.1871755574892882,0.0016569413102702,0.0,0.1536081774211399,0.0514375285063623,0.0,0.0,0.0159966342701465,0.0
subcomm14,0.0,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0
subcomm14,24.0,0.0214163241203816,0.11897138229118,0.0038558150092319,0.3227720187498828,0.1451488733389988,0.0299570375459435,0.0136393141659025,0.0063682381992073,0.003711448690473,0.0
subcomm2,0.0,0.0,0.00375,0.00375,0.0,0.00375,0.00375,0.0,0.0,0.0,0.0
subcomm2,24.0,0.0,0.2083266145762383,0.005024915598899,0.0,0.1796857396605574,0.0701819269218586,0.0,0.0,0.0,0.0
subcomm4,0.0,0.0,0.001875,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875
subcomm4,24.0,0.0,0.2591249555772894,0.000851811226217,0.305086350946971,0.0,0.06848732169104,0.028421909411587,0.0184896642360991,0.0061357011169306,0.2262689524605322
subcomm5,0.0,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571
subcomm5,24.0,0.0680870283445352,0.0,0.0018326693881753,0.4793483602278202,0.0,0.0,0.0173773842384395,0.0535632261208144,0.0083483274358627,0.1076430042443524
subcomm6,0.0,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571
subcomm6,24.0,0.0595225804018027,0.0,0.0,0.3868231215655884,0.0,0.0846772152785957,0.0266561805073697,0.0508677409731404,0.0066373974566429,0.1891490971501932
subcomm9,0.0,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0
subcomm9,24.0,0.0247715236917486,0.3943651330807081,0.004751784768825,0.2854822565943378,0.1254305254578768,0.0507987764065034,0.0,0.0,0.0,0.0
