Treatments,Time,PJ,BV,AC,DP,BT,DL,BH,BP,CS,EL
SubCommC88,0.0,0.001875,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.0,0.001875
SubCommC88,24.0,0.0379221201896598,0.1860932927443845,0.0008842980392847,0.0,0.1436143212141115,0.0055064535382292,0.0076766703961957,0.0121263148178417,0.0,0.1385195960943768
SubCommC89,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.0,0.0
SubCommC89,24.0,0.0199368537871903,0.045103320897288,0.0006701644572552,0.249101223545983,0.0652912173122622,0.0221860304711154,0.0011959711233558,0.0047661474322624,0.0,0.0
SubCommC90,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025
SubCommC90,24.0,0.0,0.0,0.0,0.0,0.165281439241996,0.2146246562308796,0.0038310523172226,0.0177197689899398,0.1131213479214297,0.1181818334420521
SubCommC91,0.0,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0049999999999999,0.0049999999999999,0.0
SubCommC91,24.0,0.0,0.0,0.0,0.0,0.0860259532027067,0.0,0.0,0.0100318178112346,0.189794515857271,0.0
SubCommD1,0.0,0.0,0.0075,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
SubCommD1,24.0,0.0,0.2015131187996729,0.0,0.0,0.7318401103885946,0.0,0.0,0.0,0.0,0.0
SubCommD10,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommD10,24.0,0.0,0.0801286499931073,0.0,0.0,0.0,0.0,0.0438922233444585,0.0289120356314094,0.3920670910310246,0.0
SubCommD11,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075
SubCommD11,24.0,0.0,0.3342163951765208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357836048234791
SubCommD12,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD12,24.0,0.0,0.1746288433659683,0.0,0.1992044899673649,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD13,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommD13,24.0,0.0,0.0,0.0015944797668193,0.0,0.0,0.0,0.0957264553732466,0.0163989866075239,0.3888397750306793,0.0
SubCommD14,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0075
SubCommD14,24.0,0.0,0.0,0.1771102470566349,0.0,0.0,0.0,0.0,0.0,0.0,0.079639752943365
SubCommD15,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD15,24.0,0.0,0.0,0.0152125549500925,0.3298637626470369,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD16,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.00375,0.0
SubCommD16,24.0,0.0,0.0,0.0,0.0,0.0,0.0924746270519833,0.1088716284105301,0.008374576884651,0.2758890919391319,0.0
SubCommD17,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0075
SubCommD17,24.0,0.0,0.0,0.0,0.0,0.0,0.4243689723605544,0.0,0.0,0.0,0.0508095036843927
SubCommD18,0.0,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0
SubCommD18,24.0,0.0,0.0,0.0,0.2657474088511452,0.0,0.1686222876021543,0.0,0.0,0.0,0.0
SubCommD19,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0075
SubCommD19,24.0,0.0,0.0,0.0,0.3579732056889017,0.0,0.0,0.0,0.0,0.0,0.0264268215887851
SubCommD2,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0
SubCommD2,24.0,0.0,0.0,0.0,0.0,0.0734237078553413,0.1942434952009216,0.0,0.0,0.0,0.0
SubCommD20,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommD20,24.0,0.0,0.0,0.0,0.3239858086288132,0.0,0.0,0.0693438879564216,0.0144814246043966,0.2135222121437018,0.0
SubCommD21,0.0,0.0049999999999999,0.0,0.0,0.0,0.0,0.0,0.0049999999999999,0.0049999999999999,0.0,0.0
SubCommD21,24.0,0.0721600343969441,0.0,0.0,0.0,0.0,0.0,0.0915885372374951,0.2114673282319578,0.0,0.0
SubCommD22,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0,0.0,0.0049999999999999,0.0049999999999999
SubCommD22,24.0,0.0,0.0,0.0,0.2057446330859422,0.0,0.0,0.0,0.0,0.3126581598635188,0.0138737089577226
SubCommD23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075
SubCommD23,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3584311826993103,0.0190688173006896
SubCommD24,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0075,0.0
SubCommD24,24.0,0.0,0.0,0.0,0.2764851295035877,0.0,0.0,0.0,0.0,0.2498482038297456,0.0
SubCommD3,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
SubCommD3,24.0,0.0,0.0,0.0010601896303408,0.0,0.2254398103696591,0.0,0.0,0.0,0.0,0.0
SubCommD4,0.0,0.0,0.0,0.0075,0.0,0.0,0.0075,0.0,0.0,0.0,0.0
SubCommD4,24.0,0.0,0.0,0.0042480905087368,0.0,0.0,0.3117974068992867,0.0,0.0,0.0,0.0
SubCommD5,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD5,24.0,0.0,0.2699804301452992,0.0034028585295819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD6,0.0,0.0,0.0075,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0
SubCommD6,24.0,0.0,0.3548333195422761,0.0,0.0,0.0,0.003670664619229,0.0,0.0,0.0,0.0
SubCommD7,0.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.00375,0.00375,0.00375,0.0
SubCommD7,24.0,0.0,0.0,0.0,0.0,0.1182449732136708,0.0,0.0403186444948909,0.0023988557141197,0.2845972543272175,0.0
SubCommD8,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0075
SubCommD8,24.0,0.0,0.0,0.0,0.0,0.437588270676876,0.0,0.0,0.0,0.0,0.003636551067879
SubCommD9,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0
SubCommD9,24.0,0.0,0.0,0.0,0.1949241133008639,0.1932425533658028,0.0,0.0,0.0,0.0,0.0
