Treatments,Time,PJ,BV,AC,DP,BT,DL,BH,BP,CS,EL,Comm
Inulin,0.0,0.0015997841250841,0.0056452273594164,0.006567330194223,0.0201204050056269,0.0016608576656809,0.0369982938676638,0.0052325754427766,0.0003623559223503,0.0002952725710344,0.005855397846143,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Inulin,24.0,0.0096059307771551,0.116989209775056,0.2170559682493974,0.4568822139233391,0.050493833938484,0.8024141498749646,0.1264553703246394,0.0327065178380336,0.00400166527276,0.1121353768648886,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Inulin,0.0,0.0004890940853265,0.004615003662467,0.0069044464628958,0.0245283707031136,0.0041482772112477,0.0365714527298904,0.0020984365753792,0.0008309344428925,0.0005430797982519,0.0070450328681665,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Inulin,24.0,0.0045060119418886,0.0777255952803503,0.2556901543190218,0.4644670691497922,0.0913083807762559,0.8535983057594283,0.0346267528876785,0.0366921773963031,0.0063890729445849,0.1198131117778826,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Inulin,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,DP
Inulin,24.0,0.0,0.0,0.0,0.11476232765504368,0.0,0.0,0.0,0.0,0.0,0.0,DP
Inulin,0.0,0.003,0.0,0.0,0.003,0.0,0.0,0.003,0.003,0.003,0.0,PJ-DP-BH-BP-CS
Inulin,24.0,0.0098371944739638,0.0,0.0,0.1679226354941551,0.0,0.0,0.1624,1.0658686503719448,0.0467698193411264,0.0,PJ-DP-BH-BP-CS
Inulin,0.0,0.00375,0.00375,0.0,0.00375,0.00375,0.0,0.0,0.0,0.0,0.0,PJ-BV-DP-BT
Inulin,24.0,0.1154273766378589,0.0885102871480345,0.0,0.0579531642040702,1.4339816002230277,0.0,0.0,0.0,0.0,0.0,PJ-BV-DP-BT
Inulin,0.0,0.0,0.00375,0.0,0.00375,0.00375,0.0,0.0,0.00375,0.0,0.0,BV-DP-BT-BP
Inulin,24.0,0.0,0.031751175151506,0.0,0.0504172135956155,1.2416791930353068,0.0,0.0,0.2904825654428976,0.0,0.0,BV-DP-BT-BP
Inulin,0.0,0.00375,0.0,0.0,0.00375,0.0,0.0,0.0,0.00375,0.00375,0.0,PJ-DP-BP-CS
Inulin,24.0,0.2835326369610655,0.0,0.0,0.1772484089960392,0.0,0.0,0.0,0.593395899789221,0.1188176827644828,0.0,PJ-DP-BP-CS
Inulin,0.0,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,PJ-DP-BT-BH-BP-CS-EL
Inulin,24.0,0.0445783068687908,0.0,0.0,0.063143036692601,1.124993708108258,0.0,0.5889442134471622,0.0064337040747009,0.0250521385292007,0.0,PJ-DP-BT-BH-BP-CS-EL
Inulin,0.0,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,0.0,0.001875,0.001875,PJ-AC-DP-BT-DL-BH-CS-EL
Inulin,24.0,0.0457935024428765,0.0,0.3457735049594652,0.1257084860647561,0.3390138798987882,1.8172001714033936,0.0047918988501528,0.0,0.0114330361345965,0.0685540734219973,PJ-AC-DP-BT-DL-BH-CS-EL
Inulin,0.0,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,BV-AC-DP-BT-DL-BP-CS-EL
Inulin,24.0,0.0,0.0550864526641608,0.5960042863347708,0.0707017752769382,0.2270250000719475,0.814471908172133,0.0,0.0953003047844383,0.0090962659415782,0.0729260680033749,BV-AC-DP-BT-DL-BP-CS-EL
Inulin,0.0,0.003,0.0,0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,PJ-AC-DP-BT-DL
Inulin,24.0,0.0226632640431544,0.0,0.0480652560002115,0.0418779314118171,0.2566877803244375,1.525330271385368,0.0,0.0,0.0,0.0,PJ-AC-DP-BT-DL
Inulin,0.0,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Inulin,24.0,0.0168412310481133,0.1022513146433132,0.4267017054646254,0.0341681549744547,0.1726909474485956,0.9840224949283096,0.0028510150377514,0.007848577198183,0.0036620923101252,0.0299956879050176,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Inulin,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0049999999999999,0.0,0.0,0.0,0.0049999999999999,DP-DL-EL
Inulin,24.0,0.0,0.0,0.0,0.0532440518340885,0.0,1.2079407832585585,0.0,0.0,0.0,0.0304163823138257,DP-DL-EL
Inulin,0.0,0.0,0.0,0.003,0.003,0.003,0.003,0.0,0.0,0.003,0.0,AC-DP-BT-DL-CS
Inulin,24.0,0.0,0.0,0.0897778627398106,0.1496659300230652,0.2446056456397822,1.141725395906368,0.0,0.0,0.0091151428871549,0.0,AC-DP-BT-DL-CS
Inulin,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0,PJ-BV-AC-DP-DL-BH-CS
Inulin,24.0,0.0221488847478172,0.0661064255404049,0.3632380963270189,0.0703356396475628,0.0,1.5663877204958154,0.0034566037834863,0.0,0.0060060736931629,0.0,PJ-BV-AC-DP-DL-BH-CS
Inulin,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,BV-DP
Inulin,24.0,0.0,1.281878670504344,0.0,0.9132870824509411,0.0,0.0,0.0,0.0,0.0,0.0,BV-DP
Inulin,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,AC-DP
Inulin,24.0,0.0,0.0,0.6777487516425755,0.2433166134785057,0.0,0.0,0.0,0.0,0.0,0.0,AC-DP
Inulin,0.0,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,DP-DL
Inulin,24.0,0.0,0.0,0.0,0.0022069335239456,0.0,0.1871819156540384,0.0,0.0,0.0,0.0,DP-DL
Inulin,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0075,DP-EL
Inulin,24.0,0.0,0.0,0.0,0.3964269696136672,0.0,0.0,0.0,0.0,0.0,0.0255730303863327,DP-EL
Inulin,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.00375,0.00375,0.00375,0.0,DP-BH-BP-CS
Inulin,24.0,0.0,0.0,0.0,0.4254019165476718,0.0,0.0,0.6398102927931265,0.4351100595760945,0.4201777310831072,0.0,DP-BH-BP-CS
Inulin,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0,0.0,0.0049999999999999,0.0049999999999999,DP-CS-EL
Inulin,24.0,0.0,0.0,0.0,0.3168866553936818,0.0,0.0,0.0,0.0,0.3778936121000122,0.0129567184190897,DP-CS-EL
Inulin,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0075,0.0,DP-CS
Inulin,24.0,0.0,0.0,0.0,0.3489100333915431,0.0,0.0,0.0,0.0,0.3109232999417903,0.0,DP-CS
Inulin,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,DP-BT
Inulin,24.0,0.0,0.0,0.0,0.125450935741602,1.202774658773859,0.0,0.0,0.0,0.0,0.0,DP-BT
Inulin,0.0,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Inulin,24.0,0.0211295717036919,0.0534765964803664,0.1845029562139462,0.1013265066157812,0.1877688854742828,0.8649416501130901,0.0,0.080181304619053,0.0017433448512993,0.2637291839284888,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Inulin,0.0,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0025,0.0025,0.0025,PJ-DP-BH-BP-CS-EL
Inulin,24.0,0.5515167034618703,0.0,0.0,0.2717036318327885,0.0,0.0,0.0866300425571417,0.0646331272386929,0.0147467315120229,0.1145697633974835,PJ-DP-BH-BP-CS-EL
Inulin,0.0,0.001875,0.0,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,PJ-AC-DP-DL-BH-BP-CS-EL
Inulin,24.0,0.4608246746045621,0.0,0.6900783615913298,0.0602548685819469,0.0,0.1041035844448967,0.0,0.4948046921210469,0.0020155495580098,0.0919849357648743,PJ-AC-DP-DL-BH-BP-CS-EL
Inulin,0.0,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0,PJ-BV-AC-DP-BT-DL-BH-BP-CS
Inulin,24.0,0.0241461964737181,0.1664995516219628,0.4715707739998081,0.0117842597615656,0.1801793412120012,0.6157765717848346,0.0,0.0297789566245666,0.001797681854876,0.0,PJ-BV-AC-DP-BT-DL-BH-BP-CS
Inulin,0.0,0.0,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,AC-DP-BT-DL-BH-BP-CS-EL
Inulin,24.0,0.0,0.0,0.3770121644363839,0.1553986226763569,0.9035871311788908,0.0711992292643925,0.0,0.1652781737347911,0.0109005292462137,0.2780241494629709,AC-DP-BT-DL-BH-BP-CS-EL
Inulin,0.0,0.0,0.001875,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,BV-AC-DP-DL-BH-BP-CS-EL
Inulin,24.0,0.0,0.0939635308795656,0.5845567008059227,0.1121895027613299,0.0,0.8020193357054254,0.0,0.1010246480682758,0.0020773228883172,0.0629689588911633,BV-AC-DP-DL-BH-BP-CS-EL
Inulin,0.0,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,PJ-AC-DP-BH-BP-CS-EL
Inulin,24.0,0.077933757260763,0.0,0.5603637501089417,0.1770550066499861,0.0,0.0,0.0003629524161085,0.2366596494768156,0.0022484366605997,0.0152431140934519,PJ-AC-DP-BH-BP-CS-EL
Inulin,0.0,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,PJ-DP-DL-BH-BP-CS-EL
Inulin,24.0,0.6474145758811626,0.0,0.0,0.2464706057705916,0.0,0.9654356665758548,0.0276108714700841,0.131948211211447,0.0194773374649431,0.1259272688115771,PJ-DP-DL-BH-BP-CS-EL
Inulin,0.0,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,PJ-DP-BT-BH-BP-CS-EL
Inulin,24.0,0.0766819152223175,0.0,0.0,0.1560232986178989,0.7453057473049428,0.0,0.0415171296757315,0.1087112435750754,0.0141571159882769,0.052003549615757,PJ-DP-BT-BH-BP-CS-EL
Inulin,0.0,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,PJ-BV-AC-DP-BT-DL
Inulin,24.0,0.0195457724126143,0.136760489514369,0.0998240274490086,0.0030067263588283,0.1163332190600273,1.1208630985384858,0.0,0.0,0.0,0.0,PJ-BV-AC-DP-BT-DL
Laminarin,0.0,0.0022030047490201,0.0009930747428067,0.0001355836000497,0.0127646276266223,0.0253356873880143,0.0003257983084162,0.0003510513299543,8.501704991408753e-05,0.0027394145088924,0.0024567099500616,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.0309202347012707,0.0151341388420246,0.0005104843732453,0.2592697189070092,0.7976054013339016,0.0038539557691347,0.0051963661698346,6.780976220275344e-05,0.0570272940953334,0.0601041041060762,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0016907471990546,0.0005370490875443,3.6129693012503726e-05,0.0144564991380275,0.030776444776743,0.0003164963075705,0.0014610000489091,4.463209430513027e-05,0.0024425380906626,0.0032674648431309,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.0263329697964834,0.0096257429683505,0.0007325734830511,0.2969165297306662,0.872549200624447,0.0046113071023021,0.0134941230915028,0.0002080965263778,0.0546941093313086,0.089173550092137,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0017912498501569,0.0004765861330925,5.556190619112241e-05,0.0140711838064472,0.0233897370064713,0.0005134646458236,0.0003511921668125,0.000840865287318,0.0026340432563925,0.002788146470588,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.0264449981712787,0.0091074351424188,0.0007960082062184,0.2862958337975796,0.8170900206046835,0.0065029875886501,0.0063192458422741,0.0013313951830022,0.0569545491845467,0.0545668900683635,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0021743945986229,0.0005218488113546,0.0001098776414295,0.0146422254978431,0.0227652671223136,0.0004001566754884,0.0003721259370383,4.026367051620982e-05,0.0023315267830355,0.0035234130169354,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.0332105546887701,0.009752236879805,0.0016856894035429,0.2829264376883781,0.7588785971589292,0.0055523607106946,0.0055869897089667,0.0,0.048967135700426,0.0750875941337334,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0021833205582291,0.0013696162480931,9.07548278958479e-05,0.0119571244979126,0.0249567749899119,0.0002457329209166,0.0003775720895103,0.0001051577005131,0.0025211117336347,0.0043052338461704,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.0327973969360478,0.0125252117488479,0.0013552081925366,0.2340471819274077,0.7935107307887099,0.0030864289199859,0.0052152488571039,0.0,0.0521182599539324,0.0877427232800382,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0012683902190273,0.000476926363013,6.553162112654307e-05,0.0131612328604217,0.0341933680044456,0.0015021863371719,0.0002975166205596,3.072166940392233e-05,0.0016270228424122,0.003033399743235,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.019622352989838,0.0084846573126887,0.0010149064668161,0.263679031565614,0.9051137625241134,0.0165654377613552,0.0049701150578783,0.0,0.040219634068626,0.0721017069333559,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0032295961968556,0.0008217825912777,7.383971092417545e-05,0.0130194447941997,0.0331664084117829,0.0002412583320415,0.0003215198337254,3.725468720133908e-05,0.0030383915231763,0.0029529481481692,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.0527403393554529,0.0140548598570102,0.0011663649809122,0.2397995533022377,0.8846013184637055,0.0034009666895331,0.0061605971548693,0.0001788704870655,0.0577680390552142,0.0732948278099018,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0024186710157793,0.0008422040800755,3.09486541660687e-05,0.0100565772590774,0.0300238536894703,0.0005304010975813,0.0003900336296529,0.0001166587505581,0.0024585331287392,0.0040647078867177,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.0373296255038873,0.014908351778349,0.0003235497451159,0.2556045969862115,0.8594480457228324,0.0068927222898483,0.0080742033251999,0.0003551564712772,0.056376311572841,0.0733088636735296,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0052348424127566,0.0005007797538443,4.48739835831769e-05,0.0106259320346327,0.0297068763731024,0.0001315148489138,0.0002723703019556,2.8826673274603147e-05,0.0024092509696522,0.0036492974988665,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.0721596457130556,0.0089661839430579,0.0008383821317247,0.2142792962218428,0.8206632211936096,0.0017633987315873,0.0056035834354998,5.46080520108063e-05,0.0505560596835633,0.1023266820853948,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0032145993816125,0.0004470111594925,7.881683841343335e-05,0.0169806251708524,0.0268253654495047,0.0003853292649558,0.0004438538544122,0.0001012216051673,0.0024795304898981,0.0045728412265022,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.049619063746725,0.0076224159807244,0.0011459675125435,0.3225861232636945,0.8099537692021549,0.004219448366107,0.0061930184834575,0.0001814048581927,0.0512136804827105,0.0915155625896971,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,DP
Laminarin,24.0,0.0,0.0,0.0,0.11738942406738948,0.0,0.0,0.0,0.0,0.0,0.0,DP
Laminarin,0.0,0.0,0.0,0.003,0.003,0.0,0.003,0.003,0.0,0.0,0.003,AC-DP-DL-BH-EL
Laminarin,24.0,0.0,0.0,0.0027106970810161,0.2860531144184716,0.0,0.1931087137968989,0.0110700593769559,0.0,0.0,0.0241933786430388,AC-DP-DL-BH-EL
Laminarin,0.0,0.0,0.0025,0.0,0.0025,0.0,0.0025,0.0025,0.0,0.0025,0.0025,BV-DP-DL-BH-CS-EL
Laminarin,24.0,0.0,0.1451497829078308,0.0,0.1902455133620993,0.0,0.1079224969806628,0.0092261159435332,0.0,0.1102646005727295,0.1439012092374005,BV-DP-DL-BH-CS-EL
Laminarin,0.0,0.00375,0.0,0.00375,0.00375,0.0,0.0,0.0,0.00375,0.0,0.0,PJ-AC-DP-BP
Laminarin,24.0,0.2278868715720585,0.0,0.0008667351310926,0.1507640698505565,0.0,0.0,0.0,0.010168274798722,0.0,0.0,PJ-AC-DP-BP
Laminarin,0.0,0.003,0.0,0.003,0.003,0.003,0.0,0.0,0.003,0.0,0.0,PJ-AC-DP-BT-BP
Laminarin,24.0,0.2303948525965557,0.0,0.0004621107254859,0.101493671913046,0.2106622680151965,0.0,0.0,0.0005460240391732,0.0,0.0,PJ-AC-DP-BT-BP
Laminarin,0.0,0.0,0.0,0.00375,0.00375,0.0,0.0,0.0,0.00375,0.00375,0.0,AC-DP-BP-CS
Laminarin,24.0,0.0,0.0,0.0026487198811813,0.1932663921444653,0.0,0.0,0.0,0.0148465444514955,0.1238028495934941,0.0,AC-DP-BP-CS
Laminarin,0.0,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.1260077442201778,0.0482389795751571,0.0006248817235607,0.0372945036845088,0.2431993485744535,0.2934648400174844,0.0022694287444372,0.0007796419919651,0.0455092198738583,0.0022394316472975,PJ-BV-AC-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0,0.0049999999999999,0.0049999999999999,0.0,DP-BP-CS
Laminarin,24.0,0.0,0.0,0.0,0.0544315119495674,0.0,0.0,0.0,0.029553023110916,0.1755500670216105,0.0,DP-BP-CS
Laminarin,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.0,0.0,BV-AC-DP-BT-BH-BP
Laminarin,24.0,0.0,0.026240128711478,0.0013106828289816,0.0780149337537747,0.2225078940391737,0.0,0.0142430992312694,0.0028583175426937,0.0,0.0,BV-AC-DP-BT-BH-BP
Laminarin,0.0,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0,0.0025,0.0,0.0025,BV-AC-DP-DL-BP-EL
Laminarin,24.0,0.0,0.0822972123285082,0.0007225948791479,0.0752536713087614,0.0,0.5448545810776799,0.0,0.0131949259110431,0.0,0.0114497610969044,BV-AC-DP-DL-BP-EL
Laminarin,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,BV-AC-DP-DL-BP-CS-EL
Laminarin,24.0,0.0,0.1425284046374869,0.0010557071605645,0.0622056064603131,0.0,0.3288138500124897,0.0,0.0045769918687572,0.0976201849850001,0.0029861436807296,BV-AC-DP-DL-BP-CS-EL
Laminarin,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0,PJ-BV-AC-DP-BT-BH-BP
Laminarin,24.0,0.0576544071599334,0.0794984033643569,0.0013880221724931,0.1556709712142418,0.0590687418507126,0.0,0.0101777686385214,0.0001095783008996,0.0,0.0,PJ-BV-AC-DP-BT-BH-BP
Laminarin,0.0,0.0,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,BV-DP-BT-DL-BH-BP-CS-EL
Laminarin,24.0,0.0,0.0382307484226736,0.0,0.068035127178696,0.3570305973584498,0.2050240554394198,0.0068474083124602,0.0024394790516063,0.1105362999338441,0.0030434810636962,BV-DP-BT-DL-BH-BP-CS-EL
Laminarin,0.0,0.0,0.001875,0.001875,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,BV-AC-DP-BT-BH-BP-CS-EL
Laminarin,24.0,0.0,0.0569875833386035,0.0007894103234316,0.0373990396546603,0.6019406994478831,0.0,0.0063373401310657,0.0006894443769153,0.1211197983903785,0.0001066105439793,BV-AC-DP-BT-BH-BP-CS-EL
Laminarin,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,BV-DP
Laminarin,24.0,0.0,0.1983921719726854,0.0,0.200547767175398,0.0,0.0,0.0,0.0,0.0,0.0,BV-DP
Laminarin,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,AC-DP
Laminarin,24.0,0.0,0.0,0.0116777208845202,0.3944574951515439,0.0,0.0,0.0,0.0,0.0,0.0,AC-DP
Laminarin,0.0,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,DP-DL
Laminarin,24.0,0.0,0.0,0.0,0.2326217284168836,0.0,0.2754186826949039,0.0,0.0,0.0,0.0,DP-DL
Laminarin,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0075,DP-EL
Laminarin,24.0,0.0,0.0,0.0,0.3702191572652863,0.0,0.0,0.0,0.0,0.0,0.0436477403204319,DP-EL
Laminarin,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.00375,0.00375,0.00375,0.0,DP-BH-BP-CS
Laminarin,24.0,0.0,0.0,0.0,0.3243287606120691,0.0,0.0,0.0706840583625942,0.0157560731231897,0.2670644412354802,0.0,DP-BH-BP-CS
Laminarin,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0,0.0,0.0049999999999999,0.0049999999999999,DP-CS-EL
Laminarin,24.0,0.0,0.0,0.0,0.3496421055915976,0.0,0.0,0.0,0.0,0.2159155810127472,0.0598139957980393,DP-CS-EL
Laminarin,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0075,0.0,DP-CS
Laminarin,24.0,0.0,0.0,0.0,0.429981243291631,0.0,0.0,0.0,0.0,0.2008520900417023,0.0,DP-CS
Laminarin,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,DP-BT
Laminarin,24.0,0.0,0.0,0.0,0.1755788453946226,0.2505024720264432,0.0,0.0,0.0,0.0,0.0,DP-BT
